"Worldbirds Location","Worldbirds Location ID","Worldbirds Latitude","Worldbirds Longitude","Worldbirds Region/State","eBird Location","eBird Region Code","eBird Country Code","eBird Latitude","eBird Longitude"
"PE39_H",20511,40.5917,-7.42913,,,,,,
"PE39_J",20513,40.6277,-7.42839,,,,,,
"PE39_Q",20519,40.5551,-7.38266,,,,,,
"PE39_S",20521,40.5911,-7.38189,,,,,,
"PE39_W",20525,40.5728,-7.35866,,,,,,
"PE40_G",20535,39.7611,-7.33085,,,,,,
"PE41",964,39.8707,-7.30592,,,,,,
"PE41_R",20570,39.8504,-7.28176,,,,,,
"PE42_C",20581,39.9595,-7.34903,,,,,,
"PE42_D",20582,39.9775,-7.34856,,,,,,
"PE42_E",20583,39.9955,-7.34809,,,,,,
"PE42_I",20587,39.9772,-7.32515,,,,,,
"PE42_M",20591,39.9588,-7.30223,,,,,,
"PE42_T",20597,39.9764,-7.27834,,,,,,
"PE42_V",20599,39.922,-7.25642,,,,,,
"PE42_X",20601,39.958,-7.25543,,,,,,
"PE42_Z",20603,39.9941,-7.25444,,,,,,
"PE43_F",20609,40.0139,-7.32382,,,,,,
"PE44_G",20635,40.122,-7.32144,,,,,,
"PE44_J",20638,40.176,-7.32025,,,,,,
"PE44_K",20639,40.1037,-7.29839,,,,,,
"PE44_M",20641,40.1397,-7.29758,,,,,,
"PE44_U",20648,40.1754,-7.2733,,,,,,
"PE44_Y",20652,40.1571,-7.25024,,,,,,
"PE51",965,39.869,-7.18904,,,,,,
"PE51_A",20804,39.8316,-7.23553,,,,,,
"PE51_E",20808,39.9036,-7.23353,,,,,,
"PE51_M",20816,39.8668,-7.18779,,,,,,
"PE51_P",20818,39.9029,-7.18677,,,,,,
"PE51_V",20824,39.83,-7.1421,,,,,,
"PE51_X",20826,39.866,-7.14106,,,,,,
"PE51_Z",20828,39.9021,-7.14001,,,,,,
"PE52_A",20829,39.9216,-7.23303,,,,,,
"PE52_W",20850,39.9381,-7.13896,,,,,,
"PE53_B",20855,40.0307,-7.22971,,,,,,
"PE53_E",20858,40.0847,-7.22845,,,,,,
"PE53_L",20865,40.03,-7.18286,,,,,,
"PE53_S",20871,40.0477,-7.159,,,,,,
"PE61",966,39.8671,-7.07218,,,,,,
"PE61_L",21065,39.8468,-7.0715,,,,,,
"PE61_M",21066,39.8648,-7.07096,,,,,,
"PE62_Q",21094,39.9184,-7.04594,,,,,,
"PE63_B",21105,40.029,-7.11259,,,,,,
"PE63_C",21106,40.047,-7.11214,,,,,,
"PE63_H",21111,40.0467,-7.08871,,,,,,
"PE63_J",21113,40.0827,-7.08779,,,,,,
"PE63_L",21115,40.0283,-7.06574,,,,,,
"PE63_X",21126,40.0456,-7.01842,,,,,,
"PE63_Z",21128,40.0816,-7.01747,,,,,,
"PE64_B",21130,40.119,-7.11033,,,,,,
"PE64_D",21132,40.1551,-7.10943,,,,,,
"PE64_L",21140,40.1183,-7.06342,,,,,,
"PE66",1059,40.3173,-7.05943,,,,,,
"PE66_C",21181,40.3171,-7.10534,,,,,,
"PE66_I",21187,40.3348,-7.08135,,,,,,
"PE66_L",21190,40.2984,-7.05876,,,,,,
"PE66_T",21197,40.334,-7.03429,,,,,,
"PE66_X",21201,40.3157,-7.01124,,,,,,
"PE66_Z",21203,40.3517,-7.01028,,,,,,
"PE68_H",21236,40.4968,-7.07717,,,,,,
"PE68_N",21242,40.5145,-7.05311,,,,,,
"PE68_R",21245,40.4781,-7.03048,,,,,,
"PE68_S",21246,40.4961,-7.03,,,,,,
"PE68_V",21249,40.4597,-7.00738,,,,,,
"PE68_Z",21253,40.5317,-7.00544,,,,,,
"PE70",948,39.775,-6.958,,,,,,
"PE70_J",21288,39.8091,-6.97919,,,,,,
"PE71",967,39.8651,-6.95533,,,,,,
"PE71_C",21306,39.8635,-7.00086,,,,,,
"PE71_F",21309,39.8271,-6.97863,,,,,,
"PE71_I",21312,39.8811,-6.97693,,,,,,
"PE71_L",21315,39.8447,-6.9547,,,,,,
"PE71_T",21322,39.8802,-6.93019,,,,,,
"PE71_Y",21327,39.8798,-6.90682,,,,,,
"PE71_Z",21328,39.8978,-6.90623,,,,,,
"PE72_Y",21352,39.9698,-6.90389,,,,,,
"PE76",1060,40.3153,-6.94181,,,,,,
"PE79_A",21489,40.5494,-6.98136,,,,,,
"PE79_D",21492,40.6034,-6.97988,,,,,,
"PE79_H",21496,40.585,-6.95676,,,,,,
"PE79_K",21499,40.5486,-6.93415,,,,,,
"PE79_N",21502,40.6026,-6.93263,,,,,,
"PE79_U",21508,40.6202,-6.9085,,,,,,
"PE86",1061,40.3131,-6.8242,,,,,,
"Pedricosa",27397,40.5725,-8.6673333333,,,,,,
"Pedrouços, Lisboa",317,38.695,-9.2291666667,,,,,,
"Penela - Câneve",27498,39.9508333333,-8.3511666667,,,,,,
"Penha Garcia",1582,40.045,-7.0153333333,,,,,,
"Penhas da Saúde, Covilhã",27456,40.314261,7.563954,,,,,,
"Peniche",27072,39.3766666667,-9.4206666667,,,,,,
"Peniche",27070,39.3703333333,-9.4083333333,,,,,,
"Penoita - Serra Caramulo",27463,40.6055,-8.0638333333,,,,,,
"Percurso Cadafais-Antas",27477,38.9948333333,-9.012,,,,,,
"Pero Peão",1639,38.4578333333,-7.9716666667,,,,,,
"PF00_H",21601,40.6854,-7.7821,,,,,,
"PF00_K",21604,40.6492,-7.75901,,,,,,
"PF00_Q",21609,40.649,-7.73537,,,,,,
"PF00_T",21612,40.703,-7.7345,,,,,,
"PF00_V",21614,40.6487,-7.71173,,,,,,
"PF00_W",21615,40.6667,-7.71143,,,,,,
"PF00_X",21616,40.6848,-7.71113,,,,,,
"PF00_Z",21618,40.7208,-7.71054,,,,,,
"PF04_B",21695,41.0282,-7.79898,,,,,,
"PF04_H",21701,41.0459,-7.77485,,,,,,
"PF04_L",21705,41.0277,-7.75143,,,,,,
"PF04_Q",21709,41.0094,-7.72801,,,,,,
"PF04_S",21711,41.0454,-7.72729,,,,,,
"PF04_W",21715,41.0271,-7.70387,,,,,,
"PF05_D",21722,41.1542,-7.79657,,,,,,
"PF05_E",21723,41.1723,-7.79622,,,,,,
"PF05_I",21727,41.154,-7.77275,,,,,,
"PF05_L",21730,41.1177,-7.74964,,,,,,
"PF05_N",21732,41.1537,-7.74892,,,,,,
"PF05_U",21738,41.1714,-7.72473,,,,,,
"PF05_V",21739,41.0991,-7.70239,,,,,,
"PF05_X",21741,41.1352,-7.70165,,,,,,
"PF06_H",21751,41.226,-7.77134,,,,,,
"PF06_Q",21759,41.1895,-7.72437,,,,,,
"PF06_R",21760,41.2075,-7.724,,,,,,
"PF06_S",21761,41.2255,-7.72364,,,,,,
"PF07_C",21771,41.3163,-7.79345,,,,,,
"PF07_E",21773,41.3523,-7.79276,,,,,,
"PF07_L",21780,41.2978,-7.74605,,,,,,
"PF07_T",21787,41.3335,-7.72144,,,,,,
"PF07_W",21790,41.2972,-7.69829,,,,,,
"PF07_Z",21793,41.3512,-7.69717,,,,,,
"PF08_A",21794,41.3703,-7.79241,,,,,,
"PF08_J",21803,41.4421,-7.76708,,,,,,
"PF08_L",21805,41.3878,-7.74424,,,,,,
"PF08_N",21807,41.4238,-7.74352,,,,,,
"PF08_Q",21809,41.3695,-7.7207,,,,,,
"PF08_S",21811,41.4055,-7.71997,,,,,,
"PF08_W",21815,41.3872,-7.69642,,,,,,
"PF08_Y",21817,41.4232,-7.69567,,,,,,
"PF08_Z",21818,41.4413,-7.6953,,,,,,
"PF09_C",21821,41.4958,-7.7909,,,,,,
"PF09_E",21823,41.5318,-7.79013,,,,,,
"PF09_F",21824,41.4595,-7.76773,,,,,,
"PF09_M",21831,41.4952,-7.743,,,,,,
"PF09_W",21840,41.4766,-7.69552,,,,,,
"PF09_Y",21842,41.5126,-7.69469,,,,,,
"PF10_G",21850,40.6663,-7.66413,,,,,,
"PF10_L",21855,40.666,-7.64048,,,,,,
"PF13_A",21919,40.9197,-7.68218,,,,,,
"PF13_C",21921,40.9557,-7.68145,,,,,,
"PF13_E",21923,40.9918,-7.68072,,,,,,
"PF13_P",21933,40.9912,-7.63319,,,,,,
"PF13_R",21935,40.9369,-7.61058,,,,,,
"PF13_T",21937,40.9729,-7.60981,,,,,,
"PF15_E",21973,41.1718,-7.67705,,,,,,
"PF16_J",22003,41.2616,-7.65134,,,,,,
"PF17_A",22019,41.2799,-7.67483,,,,,,
"PF17_E",22023,41.3519,-7.67335,,,,,,
"PF17_K",22029,41.2793,-7.6271,,,,,,
"PF17_L",22030,41.2973,-7.62671,,,,,,
"PF17_N",22032,41.3333,-7.62595,,,,,,
"PF17_W",22040,41.2967,-7.57896,,,,,,
"PF17_Y",22042,41.3327,-7.57817,,,,,,
"PF18_E",22048,41.4419,-7.6715,,,,,,
"PF18_G",22050,41.3876,-7.6487,,,,,,
"PF18_K",22054,41.3693,-7.62518,,,,,,
"PF18_P",22058,41.4413,-7.62364,,,,,,
"PF18_S",22061,41.405,-7.6005,,,,,,
"PF18_Z",22068,41.4407,-7.57579,,,,,,
"PF19_B",22070,41.4775,-7.67171,,,,,,
"PF19_D",22072,41.5136,-7.67094,,,,,,
"PF19_F",22074,41.4592,-7.64817,,,,,,
"PF19_G",22075,41.4773,-7.64777,,,,,,
"PF19_L",22080,41.477,-7.62383,,,,,,
"PF19_P",22083,41.531,-7.62263,,,,,,
"PF19_T",22087,41.5127,-7.59907,,,,,,
"PF20_C",22096,40.6833,-7.5692,,,,,,
"PF20_F",22099,40.647,-7.54622,,,,,,
"PF20_H",22101,40.6831,-7.54554,,,,,,
"PF20_L",22105,40.6648,-7.52223,,,,,,
"PF20_N",22107,40.7008,-7.52154,,,,,,
"PF20_S",22111,40.6825,-7.49823,,,,,,
"PF20_W",22115,40.6642,-7.47494,,,,,,
"PF21",1143,40.7745,-7.52015,,,,,,
"PF25_S",22236,41.1334,-7.48726,,,,,,
"PF26_A",22244,41.1884,-7.5575,,,,,,
"PF26_C",22246,41.2244,-7.5567,,,,,,
"PF26_G",22250,41.2061,-7.53326,,,,,,
"PF26_M",22256,41.2238,-7.509,,,,,,
"PF26_U",22263,41.2595,-7.48431,,,,,,
"PF26_Y",22267,41.2411,-7.46088,,,,,,
"PF27_P",22283,41.3498,-7.50609,,,,,,
"PF28_B",22295,41.3864,-7.55307,,,,,,
"PF28_C",22296,41.4044,-7.55267,,,,,,
"PF28_D",22297,41.4224,-7.55226,,,,,,
"PF28_E",22298,41.4404,-7.55186,,,,,,
"PF28_J",22303,41.4401,-7.52793,,,,,,
"PF28_N",22307,41.4218,-7.50442,,,,,,
"PF28_Q",22309,41.3675,-7.48177,,,,,,
"PF28_S",22311,41.4035,-7.48093,,,,,,
"PF29_B",22320,41.476,-7.55201,,,,,,
"PF29_E",22323,41.53,-7.55075,,,,,,
"PF29_F",22324,41.4577,-7.5285,,,,,,
"PF29_M",22331,41.4934,-7.5037,,,,,,
"PF29_P",22333,41.5294,-7.50283,,,,,,
"PF29_Z",22343,41.5287,-7.45491,,,,,,
"PF31_I",22377,40.7903,-7.4241,,,,,,
"PF31_M",22381,40.772,-7.40085,,,,,,
"PF31_P",22383,40.808,-7.39997,,,,,,
"PF31_Q",22384,40.7357,-7.37806,,,,,,
"PF31_W",22390,40.7533,-7.35393,,,,,,
"PF31_Z",22393,40.8073,-7.35258,,,,,,
"PF35_C",22471,41.1328,-7.43963,,,,,,
"PF35_I",22477,41.1505,-7.41537,,,,,,
"PF35_L",22480,41.1141,-7.39245,,,,,,
"PF35_Q",22484,41.0958,-7.36909,,,,,,
"PF35_T",22487,41.1498,-7.36773,,,,,,
"PF35_Z",22493,41.1674,-7.34345,,,,,,
"PF37_C",22521,41.3128,-7.43529,,,,,,
"PF37_F",22524,41.2765,-7.41229,,,,,,
"PF37_J",22528,41.3485,-7.41052,,,,,,
"PF37_L",22530,41.2942,-7.38798,,,,,,
"PF37_N",22532,41.3302,-7.38708,,,,,,
"PF37_S",22536,41.3118,-7.36365,,,,,,
"PF38_D",22547,41.4209,-7.43266,,,,,,
"PF38_H",22551,41.4025,-7.40919,,,,,,
"PF38_K",22554,41.3662,-7.38618,,,,,,
"PF38_T",22562,41.4198,-7.36091,,,,,,
"PF38_W",22565,41.3835,-7.33792,,,,,,
"PF38_Z",22568,41.4375,-7.33653,,,,,,
"PF39_E",22573,41.5284,-7.43095,,,,,,
"PF39_I",22577,41.51,-7.40745,,,,,,
"PF39_J",22578,41.528,-7.40699,,,,,,
"PF39_M",22581,41.4917,-7.38397,,,,,,
"PF39_V",22589,41.455,-7.33704,,,,,,
"PF39_Z",22593,41.527,-7.33512,,,,,,
"PF40_I",22602,40.6982,-7.3086,,,,,,
"PF40_P",22608,40.7159,-7.28453,,,,,,
"PF40_T",22612,40.6976,-7.26128,,,,,,
"PF40_V",22614,40.6432,-7.2389,,,,,,
"PF40_X",22616,40.6793,-7.23805,,,,,,
"PF40_Z",22618,40.7153,-7.2372,,,,,,
"PF42_H",22651,40.8607,-7.30379,,,,,,
"PF42_L",22655,40.8423,-7.28054,,,,,,
"PF42_N",22657,40.8783,-7.2796,,,,,,
"PF42_S",22661,40.8599,-7.25636,,,,,,
"PF42_V",22664,40.8236,-7.23361,,,,,,
"PF42_Y",22667,40.8776,-7.23215,,,,,,
"PF44_I",22702,41.0587,-7.29863,,,,,,
"PF44_K",22704,41.0043,-7.27628,,,,,,
"PF44_T",22712,41.058,-7.25106,,,,,,
"PF44_V",22714,41.0036,-7.22874,,,,,,
"PF44_X",22716,41.0396,-7.22776,,,,,,
"PF44_Z",22718,41.0756,-7.22678,,,,,,
"PF46_G",22750,41.2027,-7.29486,,,,,,
"PF46_J",22753,41.2568,-7.29344,,,,,,
"PF46_M",22756,41.2204,-7.27054,,,,,,
"PF46_T",22762,41.238,-7.24621,,,,,,
"PF46_X",22766,41.2197,-7.22285,,,,,,
"PF46_Z",22768,41.2557,-7.22187,,,,,,
"PF48_E",22798,41.4371,-7.3126,,,,,,
"PF48_H",22801,41.4008,-7.28963,,,,,,
"PF48_Q",22809,41.3641,-7.24279,,,,,,
"PF48_S",22811,41.4001,-7.24181,,,,,,
"PF48_U",22813,41.4361,-7.24083,,,,,,
"PF48_Y",22817,41.4177,-7.21741,,,,,,
"PF49_G",22825,41.4722,-7.28869,,,,,,
"PF49_S",22836,41.4895,-7.24031,,,,,,
"PF49_U",22838,41.5255,-7.23929,,,,,,
"PF49_Y",22842,41.5071,-7.21585,,,,,,
"PF51_I",22877,40.7868,-7.18721,,,,,,
"PF51_M",22881,40.7684,-7.16402,,,,,,
"PF51_P",22883,40.8044,-7.16301,,,,,,
"PF51_Q",22884,40.732,-7.14136,,,,,,
"PF51_W",22890,40.7496,-7.11718,,,,,,
"PF51_Y",22892,40.7857,-7.11614,,,,,,
"PF54_F",22949,41.0029,-7.18121,,,,,,
"PF54_G",22950,41.0209,-7.18071,,,,,,
"PF54_I",22952,41.0569,-7.17971,,,,,,
"PF54_M",22956,41.0385,-7.15643,,,,,,
"PF54_Z",22968,41.0737,-7.10783,,,,,,
"PF57_C",23021,41.3093,-7.19651,,,,,,
"PF57_G",23025,41.2909,-7.17314,,,,,,
"PF57_N",23032,41.3265,-7.14824,,,,,,
"PF57_Q",23034,41.2721,-7.12592,,,,,,
"PF57_S",23036,41.3081,-7.12488,,,,,,
"PF57_W",23040,41.2897,-7.10153,,,,,,
"PF59_B",23070,41.4707,-7.19295,,,,,,
"PF59_E",23073,41.5247,-7.19138,,,,,,
"PF59_M",23081,41.4879,-7.14454,,,,,,
"PF59_T",23087,41.5055,-7.12006,,,,,,
"PF59_V",23089,41.4511,-7.09776,,,,,,
"PF59_X",23091,41.4871,-7.09666,,,,,,
"PF63",1181,40.9475,-7.04109,,,,,,
"PF64_C",23196,41.0373,-7.0851,,,,,,
"PF64_E",23198,41.0733,-7.08404,,,,,,
"PF64_F",23199,41.0009,-7.06239,,,,,,
"PF64_L",23205,41.0185,-7.03809,,,,,,
"PF64_U",23213,41.0721,-7.01267,,,,,,
"PF64_X",23216,41.0357,-6.99,,,,,,
"PF65",1215,41.1276,-7.03574,,,,,,
"PF65_B",23220,41.1093,-7.08298,,,,,,
"PF65_J",23228,41.1629,-7.05757,,,,,,
"PF65_S",23236,41.1261,-7.01103,,,,,,
"PF65_U",23238,41.1621,-7.00993,,,,,,
"PF65_V",23239,41.0897,-6.98833,,,,,,
"PF65_Y",23242,41.1437,-6.98666,,,,,,
"PF66_B",23245,41.1993,-7.08033,,,,,,
"PF66_F",23249,41.1809,-7.05703,,,,,,
"PF66_I",23252,41.2349,-7.05542,,,,,,
"PF66_P",23258,41.2525,-7.03102,,,,,,
"PF66_R",23260,41.1981,-7.00882,,,,,,
"PF66_X",23266,41.2157,-6.98443,,,,,,
"PF69_F (Açores)",26079,36.951312236,-25.1689569716,,,,,,
"PF69_H (Açores)",26090,36.987351361,-25.1680932801,,,,,,
"PF69_K (Açores)",26096,36.9509638297,-25.1465052179,,,,,,
"PF69_L (Açores)",26088,36.9689831952,-25.1460682787,,,,,,
"PF69_N (Açores)",26097,37.0050217479,-25.1451932337,,,,,,
"PF69_S (Açores)",26105,36.9866493942,-25.1231690105,,,,,,
"PF69_V (Açores)",26085,36.9502542925,-25.1016028803,,,,,,
"PF69_X (Açores)",26075,36.9862920403,-25.100707464,,,,,,
"PF71",1148,40.7654,-6.92798,,,,,,
"PF71_R",23385,40.7459,-6.90412,,,,,,
"PF72_A",23394,40.8192,-6.97292,,,,,,
"PF72_D",23397,40.8732,-6.97125,,,,,,
"PF72_L",23405,40.8364,-6.92496,,,,,,
"PF72_Q",23409,40.8179,-6.90183,,,,,,
"PF72_S",23411,40.8539,-6.90068,,,,,,
"PF72_U",23413,40.8899,-6.89953,,,,,,
"PF74_G",23450,41.0168,-6.94301,,,,,,
"PF74_K",23454,40.9984,-6.91982,,,,,,
"PF74_M",23456,41.0344,-6.91867,,,,,,
"PF74_T",23462,41.0519,-6.89432,,,,,,
"PF74_Z",23468,41.0695,-6.86995,,,,,,
"PF75_A",23469,41.0893,-6.96454,,,,,,
"PF75_E",23473,41.1613,-6.96228,,,,,,
"PF75_G",23475,41.1068,-6.94017,,,,,,
"PF75_K",23479,41.0884,-6.91695,,,,,,
"PF75_P",23483,41.1604,-6.91465,,,,,,
"PF75_T",23487,41.142,-6.89141,,,,,,
"PF77_E",23523,41.3413,-6.95663,,,,,,
"PF77_H",23526,41.3048,-6.93389,,,,,,
"PF77_N",23532,41.3224,-6.90944,,,,,,
"PF77_Q",23534,41.268,-6.88732,,,,,,
"PF77_W",23540,41.2855,-6.86287,,,,,,
"PF77_Z",23543,41.3395,-6.86109,,,,,,
"PF78_E (Açores)",25815,36.9318744336,-25.0796046969,,,,,,
"PF78_P (Açores)",25813,36.931139928,-25.034715318,,,,,,
"PF79_H (Açores)",26072,36.9855645925,-25.0557855712,,,,,,
"PF79_L (Açores)",26086,36.9671763686,-25.0337890076,,,,,,
"PF79_Q (Açores)",26099,36.9487843255,-25.0118030156,,,,,,
"PF80_A",23594,40.6375,-6.86072,,,,,,
"PF80_C",23596,40.6735,-6.85967,,,,,,
"PF80_E",23598,40.7095,-6.85861,,,,,,
"PF80_G",23600,40.6551,-6.83655,,,,,,
"PF80_I",23602,40.6911,-6.83549,,,,,,
"PF80_P",23608,40.7087,-6.8113,,,,,,
"PF84_C",23663,41.0331,-6.84735,,,,,,
"PF84_D",23664,41.0511,-6.84676,,,,,,
"PF84_H",23668,41.0326,-6.82358,,,,,,
"PF84_J",23670,41.0686,-6.82238,,,,,,
"PF84_N",23674,41.0502,-6.7992,,,,,,
"PF84_U",23680,41.0677,-6.77481,,,,,,
"PF85_Q",23701,41.0857,-6.7742,,,,,,
"PF86_J",23720,41.2486,-6.81635,,,,,,
"PF86_K",23721,41.1762,-6.79495,,,,,,
"PF86_M",23723,41.2122,-6.79373,,,,,,
"PF86_T",23729,41.2297,-6.76927,,,,,,
"PF86_V",23731,41.1752,-6.7473,,,,,,
"PF86_X",23733,41.2112,-6.74606,,,,,,
"PF88_C",23763,41.3931,-6.8354,,,,,,
"PF88_H",23768,41.3926,-6.8115,,,,,,
"PF88_J",23770,41.4286,-6.81028,,,,,,
"PF88_N",23774,41.4101,-6.78698,,,,,,
"PF88_R",23777,41.3737,-6.76432,,,,,,
"PF88_V",23781,41.3552,-6.74105,,,,,,
"PF88_X",23783,41.3912,-6.7398,,,,,,
"PF97_D",23839,41.3187,-6.71843,,,,,,
"PF97_J",23845,41.3363,-6.69392,,,,,,
"PF97_M",23848,41.2998,-6.67133,,,,,,
"PF97_V",23856,41.2628,-6.62491,,,,,,
"PF97_X",23858,41.2988,-6.6236,,,,,,
"PF97_Z",23860,41.3348,-6.62228,,,,,,
"PF99_B",23887,41.4619,-6.71433,,,,,,
"PF99_I",23894,41.4974,-6.68909,,,,,,
"PF99_L",23897,41.4609,-6.66648,,,,,,
"PF99_P",23900,41.5149,-6.66448,,,,,,
"PF99_V",23906,41.4419,-6.61931,,,,,,
"PF99_X",23908,41.4779,-6.61795,,,,,,
"PG00_F",23916,41.5495,-7.76577,,,,,,
"PG00_H",23918,41.5855,-7.76498,,,,,,
"PG00_P",23925,41.6212,-7.7402,,,,,,
"PG00_R",23927,41.5669,-7.71743,,,,,,
"PG00_V",23931,41.5486,-7.69387,,,,,,
"PG00_Y",23934,41.6026,-7.69263,,,,,,
"PG02_A",23961,41.7298,-7.78586,,,,,,
"PG02_D",23964,41.7838,-7.78469,,,,,,
"PG02_J",23970,41.8016,-7.76024,,,,,,
"PG02_L",23972,41.7472,-7.73739,,,,,,
"PG02_X",23983,41.7646,-7.68889,,,,,,
"PG02_Z",23985,41.8006,-7.68806,,,,,,
"PG03_A",23986,41.8199,-7.78391,,,,,,
"PG03_G",23992,41.8376,-7.75945,,,,,,
"PG03_H",23993,41.8556,-7.75905,,,,,,
"PG03_J",23995,41.8916,-7.75825,,,,,,
"PG03_Q",24001,41.819,-7.71171,,,,,,
"PG03_T",24004,41.873,-7.71047,,,,,,
"PG03_U",24005,41.891,-7.71006,,,,,,
"PG03_W",24007,41.8366,-7.68722,,,,,,
"PG08_J (Açores)",25682,37.8429545586,-25.8290027618,,,,,,
"PG08_N (Açores)",25691,37.8247041357,-25.8065668914,,,,,,
"PG08_S (Açores)",25689,37.8064495712,-25.7841420664,,,,,,
"PG08_U (Açores)",25681,37.842493788,-25.7835505037,,,,,,
"PG08_W (Açores)",25692,37.7881908735,-25.7617282766,,,,,,
"PG08_Y (Açores)",25697,37.8242348996,-25.7611262061,,,,,,
"PG09_A (Açores)",25712,37.8612008315,-25.8514496881,,,,,,
"PG09_H (Açores)",25709,37.8970213461,-25.8281466479,,,,,,
"PG09_L (Açores)",25717,37.8787706531,-25.8056949497,,,,,,
"PG09_Q (Açores)",25719,37.8605158104,-25.7832543265,,,,,,
"PG09_X (Açores)",25708,37.8963222626,-25.7599188396,,,,,,
"PG10_B",24012,41.5676,-7.66977,,,,,,
"PG10_K",24021,41.549,-7.62222,,,,,,
"PG10_M",24023,41.585,-7.62142,,,,,,
"PG10_P",24025,41.621,-7.62061,,,,,,
"PG10_W",24032,41.5664,-7.57387,,,,,,
"PG10_Z",24035,41.6204,-7.57262,,,,,,
"PG11_E",24040,41.7116,-7.66664,,,,,,
"PG11_K",24046,41.639,-7.62021,,,,,,
"PG11_M",24048,41.675,-7.6194,,,,,,
"PG11_U",24055,41.7107,-7.59456,,,,,,
"PG11_V",24056,41.6384,-7.57221,,,,,,
"PG11_X",24058,41.6744,-7.57137,,,,,,
"PG19_F (Açores)",25716,37.8597913069,-25.7150613426,,,,,,
"PG20_B",24112,41.566,-7.5499,,,,,,
"PG20_F",24116,41.5477,-7.52636,,,,,,
"PG20_J",24120,41.6197,-7.52464,,,,,,
"PG20_R",24127,41.5651,-7.47798,,,,,,
"PG20_U",24130,41.6191,-7.47665,,,,,,
"PG20_Y",24134,41.6007,-7.45311,,,,,,
"PG22_C",24163,41.7641,-7.54523,,,,,,
"PG22_E",24165,41.8001,-7.54438,,,,,,
"PG22_F",24166,41.7278,-7.52205,,,,,,
"PG22_N",24174,41.7814,-7.4967,,,,,,
"PG22_Q",24176,41.7271,-7.47398,,,,,,
"PG22_X",24183,41.7628,-7.44905,,,,,,
"PG27_E (Açores)",25785,37.7506376687,-25.6261461024,,,,,,
"PG27_J (Açores)",25787,37.7503708852,-25.6034499179,,,,,,
"PG27_P (Açores)",25810,37.7500997331,-25.5807540353,,,,,,
"PG27_T (Açores)",25803,37.7318034978,-25.5584080477,,,,,,
"PG27_X (Açores)",25790,37.7135031973,-25.5360730506,,,,,,
"PG27_Z (Açores)",25769,37.7495443237,-25.5353631954,,,,,,
"PG37_C (Açores)",25788,37.7132193072,-25.5133890927,,,,,,
"PG37_N (Açores)",25776,37.7306584741,-25.4676508989,,,,,,
"PG37_X (Açores)",25782,37.7120401261,-25.4226565188,,,,,,
"PG47_E (Açores)",25768,37.7477732671,-25.3991984308,,,,,,
"PG47_U (Açores)",25799,37.7468287827,-25.3311206531,,,,,,
"PG47_Y (Açores)",25772,37.7284866492,-25.3088388192,,,,,,
"PG53_A",24486,41.8127,-7.18299,,,,,,
"PG53_D",24489,41.8667,-7.1814,,,,,,
"PG53_G",24492,41.8303,-7.15839,,,,,,
"PG53_J",24495,41.8843,-7.15678,,,,,,
"PG53_N",24499,41.8659,-7.13324,,,,,,
"PG53_Y",24509,41.8651,-7.08508,,,,,,
"PG58_A (Açores)",26216,37.7641955962,-25.2853213547,,,,,,
"PG58_K (Açores)",26209,37.7635262126,-25.2399284497,,,,,,
"PG58_P (Açores)",26212,37.8355970967,-25.2382170199,,,,,,
"PG58_T (Açores)",26237,37.8172375594,-25.2159330426,,,,,,
"PG58_W (Açores)",26220,37.7808567229,-25.1940987764,,,,,,
"PG58_Z (Açores)",26229,37.8349084651,-25.1927815581,,,,,,
"PG67_E (Açores)",26256,37.7444721755,-25.1722853564,,,,,,
"PG68_D (Açores)",26244,37.8165406192,-25.1705093934,,,,,,
"PG68_F (Açores)",26248,37.7621350285,-25.1491472461,,,,,,
"PG68_H (Açores)",26245,37.7981687927,-25.1482482568,,,,,,
"PG68_J (Açores)",26250,37.8342023173,-25.1473476639,,,,,,
"PG69_A (Açores)",26249,37.8525744823,-25.169619035,,,,,,
"PG69_F (Açores)",26243,37.8522189898,-25.146896765,,,,,,
"PG80_F",24791,41.5358,-6.80753,,,,,,
"PG80_H",24793,41.5718,-6.80627,,,,,,
"PG80_P",24800,41.6073,-6.78103,,,,,,
"PG80_S",24803,41.5708,-6.75834,,,,,,
"PG80_W",24807,41.5524,-6.73502,,,,,,
"PG80_Z",24810,41.6064,-6.73307,,,,,,
"PG82_A",24836,41.7163,-6.82525,,,,,,
"PG82_D",24839,41.7703,-6.82336,,,,,,
"PG82_G",24842,41.7338,-6.80059,,,,,,
"PG82_J",24845,41.7878,-6.79869,,,,,,
"PG82_N",24849,41.7693,-6.77528,,,,,,
"PG82_Y",24859,41.7683,-6.7272,,,,,,
"PG84_A",24886,41.8962,-6.81896,,,,,,
"PG84_D",24889,41.9502,-6.81706,,,,,,
"PG84_G",24892,41.9138,-6.79423,,,,,,
"PG84_P",24900,41.9673,-6.7682,,,,,,
"PG84_Q",24901,41.8948,-6.74669,,,,,,
"PG84_S",24903,41.9308,-6.74539,,,,,,
"PG85_F",27007,41.9861899389,-6.7910032949,,,,,,
"PG93_A",24986,41.8038,-6.70184,,,,,,
"PG93_D",24989,41.8578,-6.69985,,,,,,
"PG93_G",24992,41.8213,-6.67712,,,,,,
"PG93_J",24995,41.8753,-6.6751,,,,,,
"PG93_Q",25001,41.8023,-6.62968,,,,,,
"PG93_Y",25009,41.8558,-6.60356,,,,,,
